method,scenario,scale,epoch,served_rate,runtime_sec,feasible,orders_dispatched,orders_pending
DRoC latest,ORTEC-SYNTH-300-s107_dyn5e,300,2,0.6033,245.20199394226077,True,18.0,163.0
DRoC latest,ORTEC-SYNTH-300-s107_dyn5e,300,3,0.8033,179.71659564971924,True,23.0,218.0
DRoC latest,ORTEC-SYNTH-300-s107_dyn5e,300,4,1.0033,178.69449377059937,True,27.0,274.0
DRoC latest,ORTEC-SYNTH-300-s108_dyn5e,300,0,0.2033,98.26203846931458,True,8.0,53.0
DRoC latest,ORTEC-SYNTH-300-s108_dyn5e,300,1,0.4033,93.83242392539978,True,14.0,107.0
DRoC latest,ORTEC-SYNTH-300-s108_dyn5e,300,2,0.6033,176.15319418907166,True,19.0,162.0
DRoC latest,ORTEC-SYNTH-300-s108_dyn5e,300,3,0.8033,131.835045337677,True,23.0,218.0
DRoC latest,ORTEC-SYNTH-300-s108_dyn5e,300,4,1.0033,122.11448645591736,True,30.0,271.0
DRoC latest,ORTEC-SYNTH-300-s109_dyn5e,300,0,0.2033,89.3643844127655,True,7.0,54.0
DRoC latest,ORTEC-SYNTH-300-s109_dyn5e,300,1,0.4033,112.41001272201538,True,12.0,109.0
DRoC latest,ORTEC-SYNTH-300-s109_dyn5e,300,2,0.6033,93.53162217140198,True,18.0,163.0
DRoC latest,ORTEC-SYNTH-300-s109_dyn5e,300,3,0.8033,128.9466154575348,True,23.0,218.0
DRoC latest,ORTEC-SYNTH-300-s109_dyn5e,300,4,1.0033,134.82251954078674,True,28.0,273.0
DRoC latest,ORTEC-SYNTH-300-s111_dyn5e,300,0,0.2033,182.73733162879944,True,8.0,53.0
DRoC latest,ORTEC-SYNTH-300-s111_dyn5e,300,1,0.4033,178.2629930973053,True,13.0,108.0
DRoC latest,ORTEC-SYNTH-300-s111_dyn5e,300,2,0.6033,180.08848118782043,True,19.0,162.0
DRoC latest,ORTEC-SYNTH-300-s111_dyn5e,300,3,0.8033,100.07286047935486,True,25.0,216.0
DRoC latest,ORTEC-SYNTH-300-s111_dyn5e,300,4,0.8233,114.42116785049438,True,1.0,300.0
DRoC latest,ORTEC-SYNTH-300-s110_dyn5e,300,0,0.2033,110.73719930648804,True,8.0,53.0
DRoC latest,ORTEC-SYNTH-300-s110_dyn5e,300,1,0.4033,105.7598123550415,True,14.0,107.0
DRoC latest,ORTEC-SYNTH-300-s110_dyn5e,300,2,0.6033,118.1928961277008,True,18.0,163.0
DRoC latest,ORTEC-SYNTH-300-s110_dyn5e,300,3,0.8033,189.08961272239685,True,24.0,217.0
DRoC latest,ORTEC-SYNTH-300-s110_dyn5e,300,4,1.0033,175.148512840271,True,29.0,272.0
DRoC latest,ORTEC-SYNTH-300-s42_dyn5e,300,0,0.2033,101.96951723098756,True,7.0,54.0
DRoC latest,ORTEC-SYNTH-300-s42_dyn5e,300,1,0.4033,99.42290091514587,True,13.0,108.0
DRoC latest,ORTEC-SYNTH-300-s42_dyn5e,300,2,0.6033,121.54207229614258,True,18.0,163.0
DRoC latest,ORTEC-SYNTH-300-s42_dyn5e,300,3,0.8033,138.88677501678467,True,23.0,218.0
DRoC latest,ORTEC-SYNTH-300-s42_dyn5e,300,4,1.0033,150.61314034461975,True,28.0,273.0
DRoC latest,ORTEC-SYNTH-300-s43_dyn5e,300,0,0.2033,103.07959580421448,True,7.0,54.0
DRoC latest,ORTEC-SYNTH-300-s43_dyn5e,300,1,0.4033,94.78477382659912,True,13.0,108.0
DRoC latest,ORTEC-SYNTH-300-s43_dyn5e,300,2,0.6033,113.32565927505492,True,19.0,162.0
DRoC latest,ORTEC-SYNTH-300-s43_dyn5e,300,3,0.8033,99.3373568058014,True,24.0,217.0
DRoC latest,ORTEC-SYNTH-300-s43_dyn5e,300,4,1.0033,146.93494606018066,True,28.0,273.0
DRoC latest,ORTEC-SYNTH-300-s44_dyn5e,300,0,0.2033,92.69047260284424,True,6.0,55.0
DRoC latest,ORTEC-SYNTH-300-s44_dyn5e,300,1,0.4033,150.33607029914856,True,13.0,108.0
DRoC latest,ORTEC-SYNTH-300-s44_dyn5e,300,2,0.6033,91.57690477371216,True,17.0,164.0
DRoC latest,ORTEC-SYNTH-300-s44_dyn5e,300,3,0.8033,137.2620668411255,True,21.0,220.0
DRoC latest,ORTEC-SYNTH-300-s44_dyn5e,300,4,1.0033,178.271160364151,True,25.0,276.0
DRoC latest,ORTEC-SYNTH-300-s45_dyn5e,300,0,0.2033,91.4531593322754,True,7.0,54.0
DRoC latest,ORTEC-SYNTH-300-s45_dyn5e,300,1,0.4033,178.4977126121521,True,12.0,109.0
DRoC latest,ORTEC-SYNTH-300-s45_dyn5e,300,2,0.6033,164.08970618247986,True,18.0,163.0
DRoC latest,ORTEC-SYNTH-300-s45_dyn5e,300,3,0.8033,179.37931084632874,True,21.0,220.0
DRoC latest,ORTEC-SYNTH-300-s45_dyn5e,300,4,1.0033,176.275377035141,True,26.0,275.0
DRoC latest,ORTEC-SYNTH-300-s46_dyn5e,300,0,0.2033,99.25500893592834,True,9.0,52.0
DRoC latest,ORTEC-SYNTH-300-s46_dyn5e,300,1,0.4033,96.76833510398863,True,13.0,108.0
DRoC latest,ORTEC-SYNTH-300-s46_dyn5e,300,2,0.6033,181.0009093284607,True,18.0,163.0
DRoC latest,ORTEC-SYNTH-300-s46_dyn5e,300,3,0.8033,123.54847931861876,True,23.0,218.0
DRoC latest,ORTEC-SYNTH-300-s46_dyn5e,300,4,1.0033,129.05774760246277,True,28.0,273.0
DRoC latest,ORTEC-SYNTH-300-s47_dyn5e,300,0,0.2033,95.02229046821594,True,7.0,54.0
DRoC latest,ORTEC-SYNTH-300-s47_dyn5e,300,1,0.4033,132.95765805244446,True,12.0,109.0
DRoC latest,ORTEC-SYNTH-300-s47_dyn5e,300,2,0.6033,179.9340033531189,True,16.0,165.0
DRoC latest,ORTEC-SYNTH-300-s47_dyn5e,300,3,0.8033,179.67586731910706,True,20.0,221.0
DRoC latest,ORTEC-SYNTH-300-s47_dyn5e,300,4,1.0033,191.1383125782013,True,26.0,275.0
DRoC latest,ORTEC-SYNTH-300-s48_dyn5e,300,0,0.2033,91.37240695953368,True,8.0,53.0
DRoC latest,ORTEC-SYNTH-300-s48_dyn5e,300,1,0.4033,102.56040024757384,True,13.0,108.0
DRoC latest,ORTEC-SYNTH-300-s48_dyn5e,300,2,0.6033,112.47972369194032,True,19.0,162.0
DRoC latest,ORTEC-SYNTH-300-s48_dyn5e,300,3,0.8033,175.2309386730194,True,24.0,217.0
DRoC latest,ORTEC-SYNTH-300-s48_dyn5e,300,4,1.0033,138.87828850746155,True,28.0,273.0
DRoC latest,ORTEC-SYNTH-300-s49_dyn5e,300,0,0.2033,99.51664233207704,True,7.0,54.0
DRoC latest,ORTEC-SYNTH-300-s49_dyn5e,300,1,0.4033,108.44939374923706,True,14.0,107.0
DRoC latest,ORTEC-SYNTH-300-s49_dyn5e,300,2,0.6033,152.41716384887695,True,19.0,162.0
DRoC latest,ORTEC-SYNTH-300-s49_dyn5e,300,3,0.8033,186.7214241027832,True,24.0,217.0
DRoC latest,ORTEC-SYNTH-300-s49_dyn5e,300,4,1.0033,175.15701150894165,True,27.0,274.0
DRoC latest,ORTEC-SYNTH-300-s50_dyn5e,300,0,0.2033,192.2308778762817,True,8.0,53.0
DRoC latest,ORTEC-SYNTH-300-s50_dyn5e,300,1,0.4033,180.96336436271667,True,13.0,108.0
DRoC latest,ORTEC-SYNTH-300-s50_dyn5e,300,2,0.6033,118.13032984733582,True,18.0,163.0
DRoC latest,ORTEC-SYNTH-300-s50_dyn5e,300,3,0.8033,133.02667832374573,True,23.0,218.0
DRoC latest,ORTEC-SYNTH-300-s50_dyn5e,300,4,1.0033,153.32098007202148,True,29.0,272.0
DRoC latest,ORTEC-SYNTH-300-s51_dyn5e,300,0,0.2033,100.68180227279665,True,7.0,54.0
DRoC latest,ORTEC-SYNTH-300-s51_dyn5e,300,1,0.4033,113.14600157737732,True,11.0,110.0
DRoC latest,ORTEC-SYNTH-300-s51_dyn5e,300,2,0.6033,178.92887616157532,True,16.0,165.0
DRoC latest,ORTEC-SYNTH-300-s51_dyn5e,300,3,0.8033,160.33217692375183,True,21.0,220.0
DRoC latest,ORTEC-SYNTH-300-s51_dyn5e,300,4,1.0033,176.9599335193634,True,26.0,275.0
DRoC latest,ORTEC-SYNTH-300-s52_dyn5e,300,0,0.2033,101.88508343696594,True,7.0,54.0
DRoC latest,ORTEC-SYNTH-300-s52_dyn5e,300,1,0.4033,177.4843509197235,True,12.0,109.0
DRoC latest,ORTEC-SYNTH-300-s52_dyn5e,300,2,0.6033,111.80944228172302,True,19.0,162.0
DRoC latest,ORTEC-SYNTH-300-s52_dyn5e,300,3,0.8033,177.88100814819336,True,23.0,218.0
DRoC latest,ORTEC-SYNTH-300-s52_dyn5e,300,4,1.0033,134.65349984169006,True,28.0,273.0
DRoC latest,ORTEC-SYNTH-300-s53_dyn5e,300,0,0.2033,98.27187824249268,True,6.0,55.0
DRoC latest,ORTEC-SYNTH-300-s53_dyn5e,300,1,0.4033,175.25311136245728,True,10.0,111.0
DRoC latest,ORTEC-SYNTH-300-s53_dyn5e,300,2,0.6033,114.32838463783264,True,16.0,165.0
DRoC latest,ORTEC-SYNTH-300-s53_dyn5e,300,3,0.8033,111.15971088409424,True,21.0,220.0
DRoC latest,ORTEC-SYNTH-300-s53_dyn5e,300,4,1.0033,178.1753740310669,True,26.0,275.0
DRoC latest,ORTEC-SYNTH-300-s54_dyn5e,300,0,0.2033,88.68129706382751,True,7.0,54.0
DRoC latest,ORTEC-SYNTH-300-s54_dyn5e,300,1,0.4033,104.41799235343932,True,13.0,108.0
DRoC latest,ORTEC-SYNTH-300-s54_dyn5e,300,2,0.6033,99.49990487098694,True,18.0,163.0
DRoC latest,ORTEC-SYNTH-300-s54_dyn5e,300,3,0.8033,141.61931157112122,True,25.0,216.0
DRoC latest,ORTEC-SYNTH-300-s54_dyn5e,300,4,1.0033,135.87752103805542,True,30.0,271.0
DRoC latest,ORTEC-SYNTH-300-s55_dyn5e,300,0,0.2033,181.93930387496948,True,7.0,54.0
DRoC latest,ORTEC-SYNTH-300-s55_dyn5e,300,1,0.4033,153.34191179275513,True,13.0,108.0
DRoC latest,ORTEC-SYNTH-300-s55_dyn5e,300,2,0.6033,178.29544949531555,True,20.0,161.0
DRoC latest,ORTEC-SYNTH-300-s55_dyn5e,300,3,0.8033,110.93125462532043,True,25.0,216.0
DRoC latest,ORTEC-SYNTH-300-s55_dyn5e,300,4,1.0033,135.59674644470215,True,28.0,273.0
DRoC latest,ORTEC-SYNTH-300-s56_dyn5e,300,0,0.2033,98.758935213089,True,8.0,53.0
DRoC latest,ORTEC-SYNTH-300-s56_dyn5e,300,1,0.4033,189.78884887695312,True,14.0,107.0
DRoC latest,ORTEC-SYNTH-300-s56_dyn5e,300,2,0.6033,116.04181480407716,True,19.0,162.0
DRoC latest,ORTEC-SYNTH-300-s56_dyn5e,300,3,0.8033,121.39563465118408,True,24.0,217.0
DRoC latest,ORTEC-SYNTH-300-s56_dyn5e,300,4,1.0033,181.4685504436493,True,29.0,272.0
DRoC latest,ORTEC-SYNTH-300-s57_dyn5e,300,0,0.2033,179.8878779411316,True,7.0,54.0
DRoC latest,ORTEC-SYNTH-300-s57_dyn5e,300,1,0.4033,179.13803267478943,True,12.0,109.0
DRoC latest,ORTEC-SYNTH-300-s57_dyn5e,300,2,0.6033,106.3584280014038,True,17.0,164.0
DRoC latest,ORTEC-SYNTH-300-s57_dyn5e,300,3,0.8033,179.0955250263214,True,23.0,218.0
DRoC latest,ORTEC-SYNTH-300-s57_dyn5e,300,4,1.0033,125.94547295570374,True,28.0,273.0
DRoC latest,ORTEC-SYNTH-300-s58_dyn5e,300,0,0.2033,94.88453674316406,True,8.0,53.0
DRoC latest,ORTEC-SYNTH-300-s58_dyn5e,300,1,0.4033,151.59492206573486,True,13.0,108.0
DRoC latest,ORTEC-SYNTH-300-s58_dyn5e,300,2,0.6033,120.55247139930724,True,18.0,163.0
DRoC latest,ORTEC-SYNTH-300-s58_dyn5e,300,3,0.8033,182.13680791854856,True,23.0,218.0
DRoC latest,ORTEC-SYNTH-300-s58_dyn5e,300,4,1.0033,181.6142897605896,True,28.0,273.0
DRoC latest,ORTEC-SYNTH-300-s60_dyn5e,300,0,0.2033,101.78646922111513,True,8.0,53.0
DRoC latest,ORTEC-SYNTH-300-s60_dyn5e,300,1,0.4033,122.50664710998537,True,13.0,108.0
DRoC latest,ORTEC-SYNTH-300-s60_dyn5e,300,2,0.6033,158.66411447525024,True,18.0,163.0
DRoC latest,ORTEC-SYNTH-300-s60_dyn5e,300,3,0.8033,152.4882504940033,True,22.0,219.0
DRoC latest,ORTEC-SYNTH-300-s60_dyn5e,300,4,1.0033,112.52493381500244,True,27.0,274.0
DRoC latest,ORTEC-SYNTH-300-s59_dyn5e,300,0,0.2033,146.884948015213,True,9.0,52.0
DRoC latest,ORTEC-SYNTH-300-s59_dyn5e,300,1,0.4033,181.65671753883362,True,13.0,108.0
DRoC latest,ORTEC-SYNTH-300-s59_dyn5e,300,2,0.6033,138.62126636505127,True,19.0,162.0
DRoC latest,ORTEC-SYNTH-300-s59_dyn5e,300,3,0.6033,390.4825451374054,False,0.0,241.0
DRoC latest,ORTEC-SYNTH-300-s59_dyn5e,300,4,0.6033,311.40403509140015,False,0.0,301.0
DRoC latest,ORTEC-SYNTH-300-s62_dyn5e,300,0,0.2033,92.90132117271423,True,8.0,53.0
DRoC latest,ORTEC-SYNTH-300-s62_dyn5e,300,1,0.4033,83.47631597518921,True,15.0,106.0
DRoC latest,ORTEC-SYNTH-300-s62_dyn5e,300,2,0.6033,93.50987076759338,True,18.0,163.0
DRoC latest,ORTEC-SYNTH-300-s62_dyn5e,300,3,0.8033,179.2639901638031,True,24.0,217.0
DRoC latest,ORTEC-SYNTH-300-s62_dyn5e,300,4,1.0033,133.25924587249756,True,31.0,270.0
DRoC latest,ORTEC-SYNTH-300-s61_dyn5e,300,0,0.2033,175.58449912071228,True,7.0,54.0
DRoC latest,ORTEC-SYNTH-300-s61_dyn5e,300,1,0.4033,94.85498881340028,True,12.0,109.0
DRoC latest,ORTEC-SYNTH-300-s61_dyn5e,300,2,0.6033,121.1072187423706,True,17.0,164.0
DRoC latest,ORTEC-SYNTH-300-s61_dyn5e,300,3,0.8033,177.56712126731873,True,22.0,219.0
DRoC latest,ORTEC-SYNTH-300-s61_dyn5e,300,4,1.0033,113.17471933364868,True,26.0,275.0
DRoC latest,ORTEC-SYNTH-300-s63_dyn5e,300,0,0.2033,92.77408576011658,True,7.0,54.0
DRoC latest,ORTEC-SYNTH-300-s63_dyn5e,300,1,0.4033,185.11429738998413,True,12.0,109.0
DRoC latest,ORTEC-SYNTH-300-s63_dyn5e,300,2,0.6033,94.37115836143494,True,17.0,164.0
DRoC latest,ORTEC-SYNTH-300-s63_dyn5e,300,3,0.8033,100.90899419784546,True,23.0,218.0
DRoC latest,ORTEC-SYNTH-300-s63_dyn5e,300,4,1.0033,129.09915828704834,True,29.0,272.0
DRoC latest,ORTEC-SYNTH-300-s64_dyn5e,300,0,0.2033,185.83822441101077,True,7.0,54.0
DRoC latest,ORTEC-SYNTH-300-s64_dyn5e,300,1,0.4033,92.1788558959961,True,13.0,108.0
DRoC latest,ORTEC-SYNTH-300-s64_dyn5e,300,2,0.6033,127.16610550880432,True,20.0,161.0
DRoC latest,ORTEC-SYNTH-300-s64_dyn5e,300,3,0.8033,133.94157767295837,True,23.0,218.0
DRoC latest,ORTEC-SYNTH-300-s64_dyn5e,300,4,1.0033,178.26673674583435,True,29.0,272.0
DRoC latest,ORTEC-SYNTH-300-s65_dyn5e,300,0,0.2033,179.43980479240415,True,7.0,54.0
DRoC latest,ORTEC-SYNTH-300-s65_dyn5e,300,1,0.4033,113.30655932426453,True,12.0,109.0
DRoC latest,ORTEC-SYNTH-300-s65_dyn5e,300,2,0.6033,177.922828912735,True,17.0,164.0
DRoC latest,ORTEC-SYNTH-300-s65_dyn5e,300,3,0.8033,139.5643560886383,True,22.0,219.0
DRoC latest,ORTEC-SYNTH-300-s65_dyn5e,300,4,1.0033,178.2903368473053,True,27.0,274.0
DRoC latest,ORTEC-SYNTH-300-s66_dyn5e,300,0,0.2033,179.55700850486755,True,7.0,54.0
DRoC latest,ORTEC-SYNTH-300-s66_dyn5e,300,1,0.4033,193.35243153572085,True,12.0,109.0
DRoC latest,ORTEC-SYNTH-300-s66_dyn5e,300,2,0.6033,115.48885703086852,True,18.0,163.0
DRoC latest,ORTEC-SYNTH-300-s66_dyn5e,300,3,0.8033,131.1749517917633,True,21.0,220.0
DRoC latest,ORTEC-SYNTH-300-s66_dyn5e,300,4,1.0033,124.8839795589447,True,27.0,274.0
DRoC latest,ORTEC-SYNTH-300-s67_dyn5e,300,0,0.2033,177.0725486278534,True,7.0,54.0
DRoC latest,ORTEC-SYNTH-300-s67_dyn5e,300,1,0.4033,115.1211874485016,True,15.0,106.0
DRoC latest,ORTEC-SYNTH-300-s67_dyn5e,300,2,0.6033,95.4386785030365,True,20.0,161.0
DRoC latest,ORTEC-SYNTH-300-s67_dyn5e,300,3,0.8033,138.2553150653839,True,26.0,215.0
DRoC latest,ORTEC-SYNTH-300-s67_dyn5e,300,4,1.0033,147.57605624198914,True,30.0,271.0
DRoC latest,ORTEC-SYNTH-300-s68_dyn5e,300,0,0.2033,105.1867983341217,True,8.0,53.0
DRoC latest,ORTEC-SYNTH-300-s68_dyn5e,300,1,0.4033,129.5658757686615,True,13.0,108.0
DRoC latest,ORTEC-SYNTH-300-s68_dyn5e,300,2,0.4033,438.05093145370483,False,0.0,181.0
DRoC latest,ORTEC-SYNTH-300-s68_dyn5e,300,3,0.4033,321.1933946609497,False,0.0,241.0
DRoC latest,ORTEC-SYNTH-300-s68_dyn5e,300,4,0.4033,438.67663836479187,False,0.0,301.0
DRoC latest,ORTEC-SYNTH-300-s69_dyn5e,300,0,0.2033,104.29308104515076,True,9.0,52.0
DRoC latest,ORTEC-SYNTH-300-s69_dyn5e,300,1,0.4033,85.97904944419861,True,14.0,107.0
DRoC latest,ORTEC-SYNTH-300-s69_dyn5e,300,2,0.6033,120.1580400466919,True,19.0,162.0
DRoC latest,ORTEC-SYNTH-300-s69_dyn5e,300,3,0.8033,178.6492216587067,True,26.0,215.0
DRoC latest,ORTEC-SYNTH-300-s69_dyn5e,300,4,1.0033,131.4708697795868,True,31.0,270.0
DRoC latest,ORTEC-SYNTH-300-s70_dyn5e,300,0,0.2033,176.78949332237244,True,8.0,53.0
DRoC latest,ORTEC-SYNTH-300-s70_dyn5e,300,1,0.4033,102.0380356311798,True,15.0,106.0
DRoC latest,ORTEC-SYNTH-300-s70_dyn5e,300,2,0.6033,113.38489699363708,True,21.0,160.0
DRoC latest,ORTEC-SYNTH-300-s70_dyn5e,300,3,0.8033,179.67856979370117,True,25.0,216.0
DRoC latest,ORTEC-SYNTH-300-s70_dyn5e,300,4,1.0033,180.0235517024994,True,30.0,271.0
DRoC latest,ORTEC-SYNTH-300-s73_dyn5e,300,0,0.2033,138.2354700565338,True,7.0,54.0
DRoC latest,ORTEC-SYNTH-300-s73_dyn5e,300,1,0.4033,105.38437914848328,True,11.0,110.0
DRoC latest,ORTEC-SYNTH-300-s73_dyn5e,300,2,0.6033,109.95820713043211,True,16.0,165.0
DRoC latest,ORTEC-SYNTH-300-s73_dyn5e,300,3,0.8033,176.8691384792328,True,21.0,220.0
DRoC latest,ORTEC-SYNTH-300-s73_dyn5e,300,4,1.0033,148.6964077949524,True,26.0,275.0
DRoC latest,ORTEC-SYNTH-300-s72_dyn5e,300,0,0.2033,90.96354007720949,True,7.0,54.0
DRoC latest,ORTEC-SYNTH-300-s72_dyn5e,300,1,0.4033,182.1569583415985,True,13.0,108.0
DRoC latest,ORTEC-SYNTH-300-s72_dyn5e,300,2,0.6033,178.55898809432983,True,18.0,163.0
DRoC latest,ORTEC-SYNTH-300-s72_dyn5e,300,3,0.8033,191.92200875282288,True,24.0,217.0
DRoC latest,ORTEC-SYNTH-300-s72_dyn5e,300,4,1.0033,137.48686623573303,True,29.0,272.0
DRoC latest,ORTEC-SYNTH-300-s75_dyn5e,300,0,0.2033,104.75557255744934,True,7.0,54.0
DRoC latest,ORTEC-SYNTH-300-s75_dyn5e,300,1,0.4033,179.56121277809143,True,12.0,109.0
DRoC latest,ORTEC-SYNTH-300-s75_dyn5e,300,2,0.6033,126.4965362548828,True,18.0,163.0
DRoC latest,ORTEC-SYNTH-300-s75_dyn5e,300,3,0.8033,176.49676847457886,True,23.0,218.0
DRoC latest,ORTEC-SYNTH-300-s75_dyn5e,300,4,1.0033,149.6625461578369,True,28.0,273.0
DRoC latest,ORTEC-SYNTH-300-s74_dyn5e,300,0,0.2033,181.83295726776123,True,7.0,54.0
DRoC latest,ORTEC-SYNTH-300-s74_dyn5e,300,1,0.4033,126.09044313430786,True,12.0,109.0
DRoC latest,ORTEC-SYNTH-300-s74_dyn5e,300,2,0.6033,124.85741186141968,True,19.0,162.0
DRoC latest,ORTEC-SYNTH-300-s74_dyn5e,300,3,0.8033,254.59947800636292,True,23.0,218.0
DRoC latest,ORTEC-SYNTH-300-s74_dyn5e,300,4,1.0033,189.17537355422974,True,30.0,271.0
DRoC latest,ORTEC-SYNTH-300-s76_dyn5e,300,0,0.2033,111.6597011089325,True,10.0,51.0
DRoC latest,ORTEC-SYNTH-300-s76_dyn5e,300,1,0.4033,177.41750121116638,True,14.0,107.0
DRoC latest,ORTEC-SYNTH-300-s76_dyn5e,300,2,0.6033,101.20101881027222,True,17.0,164.0
DRoC latest,ORTEC-SYNTH-300-s76_dyn5e,300,3,0.8033,176.1443371772766,True,23.0,218.0
DRoC latest,ORTEC-SYNTH-300-s76_dyn5e,300,4,1.0033,133.2534327507019,True,27.0,274.0
DRoC latest,ORTEC-SYNTH-300-s78_dyn5e,300,0,0.2033,179.13872265815735,True,8.0,53.0
DRoC latest,ORTEC-SYNTH-300-s78_dyn5e,300,1,0.4033,151.32943105697632,True,12.0,109.0
DRoC latest,ORTEC-SYNTH-300-s78_dyn5e,300,2,0.6033,186.2850880622864,True,18.0,163.0
DRoC latest,ORTEC-SYNTH-300-s78_dyn5e,300,3,0.8033,155.32170009613037,True,23.0,218.0
DRoC latest,ORTEC-SYNTH-300-s78_dyn5e,300,4,1.0033,138.8664481639862,True,28.0,273.0
DRoC latest,ORTEC-SYNTH-300-s79_dyn5e,300,0,0.2033,103.05397605895996,True,7.0,54.0
DRoC latest,ORTEC-SYNTH-300-s79_dyn5e,300,1,0.4033,177.94763708114624,True,13.0,108.0
DRoC latest,ORTEC-SYNTH-300-s79_dyn5e,300,2,0.6033,176.52322816848755,True,18.0,163.0
DRoC latest,ORTEC-SYNTH-300-s79_dyn5e,300,3,0.8033,180.00599789619446,True,23.0,218.0
DRoC latest,ORTEC-SYNTH-300-s79_dyn5e,300,4,1.0033,177.97861552238464,True,28.0,273.0
DRoC latest,ORTEC-SYNTH-300-s80_dyn5e,300,0,0.2033,95.70944952964784,True,7.0,54.0
DRoC latest,ORTEC-SYNTH-300-s80_dyn5e,300,1,0.4033,179.18828749656677,True,13.0,108.0
DRoC latest,ORTEC-SYNTH-300-s80_dyn5e,300,2,0.6033,149.64574933052063,True,17.0,164.0
DRoC latest,ORTEC-SYNTH-300-s80_dyn5e,300,3,0.8033,112.88560557365416,True,22.0,219.0
DRoC latest,ORTEC-SYNTH-300-s80_dyn5e,300,4,1.0033,145.77408504486084,True,27.0,274.0
DRoC latest,ORTEC-SYNTH-300-s81_dyn5e,300,0,0.2033,97.98543071746826,True,8.0,53.0
DRoC latest,ORTEC-SYNTH-300-s81_dyn5e,300,1,0.4033,96.54426169395448,True,13.0,108.0
DRoC latest,ORTEC-SYNTH-300-s81_dyn5e,300,2,0.6033,115.81674575805664,True,19.0,162.0
DRoC latest,ORTEC-SYNTH-300-s81_dyn5e,300,3,0.8033,130.215913772583,True,23.0,218.0
DRoC latest,ORTEC-SYNTH-300-s81_dyn5e,300,4,1.0033,176.35914158821106,True,27.0,274.0
DRoC latest,ORTEC-SYNTH-300-s82_dyn5e,300,0,0.2033,91.55231285095216,True,7.0,54.0
DRoC latest,ORTEC-SYNTH-300-s82_dyn5e,300,1,0.4033,112.86627388000488,True,12.0,109.0
DRoC latest,ORTEC-SYNTH-300-s82_dyn5e,300,2,0.6033,181.45469880104065,True,17.0,164.0
DRoC latest,ORTEC-SYNTH-300-s82_dyn5e,300,3,0.8033,105.35616898536682,True,22.0,219.0
DRoC latest,ORTEC-SYNTH-300-s82_dyn5e,300,4,1.0033,150.3515453338623,True,27.0,274.0
DRoC latest,ORTEC-SYNTH-300-s83_dyn5e,300,0,0.2033,91.33220410346983,True,7.0,54.0
DRoC latest,ORTEC-SYNTH-300-s83_dyn5e,300,1,0.4033,178.71689295768738,True,12.0,109.0
DRoC latest,ORTEC-SYNTH-300-s83_dyn5e,300,2,0.6033,109.022531747818,True,17.0,164.0
DRoC latest,ORTEC-SYNTH-300-s83_dyn5e,300,3,0.8033,108.41815519332886,True,23.0,218.0
DRoC latest,ORTEC-SYNTH-300-s83_dyn5e,300,4,1.0033,189.89588737487796,True,27.0,274.0
DRoC latest,ORTEC-SYNTH-300-s84_dyn5e,300,0,0.2033,100.7103626728058,True,11.0,50.0
DRoC latest,ORTEC-SYNTH-300-s84_dyn5e,300,1,0.4033,103.29640102386476,True,16.0,105.0
DRoC latest,ORTEC-SYNTH-300-s84_dyn5e,300,2,0.6033,179.45836472511292,True,20.0,161.0
DRoC latest,ORTEC-SYNTH-300-s84_dyn5e,300,3,0.8033,105.47935152053832,True,25.0,216.0
DRoC latest,ORTEC-SYNTH-300-s84_dyn5e,300,4,1.0033,130.49459981918335,True,30.0,271.0
DRoC latest,ORTEC-SYNTH-300-s85_dyn5e,300,0,0.2033,178.13523721694946,True,7.0,54.0
DRoC latest,ORTEC-SYNTH-300-s85_dyn5e,300,1,0.4033,96.24117064476012,True,13.0,108.0
DRoC latest,ORTEC-SYNTH-300-s85_dyn5e,300,2,0.6033,120.7338523864746,True,18.0,163.0
DRoC latest,ORTEC-SYNTH-300-s85_dyn5e,300,3,0.8033,182.7307820320129,True,24.0,217.0
DRoC latest,ORTEC-SYNTH-300-s85_dyn5e,300,4,1.0033,151.9892454147339,True,28.0,273.0
DRoC latest,ORTEC-SYNTH-300-s86_dyn5e,300,0,0.2033,113.35750222206116,True,7.0,54.0
DRoC latest,ORTEC-SYNTH-300-s86_dyn5e,300,1,0.4033,186.52641129493716,True,12.0,109.0
DRoC latest,ORTEC-SYNTH-300-s86_dyn5e,300,2,0.6033,120.34989953041077,True,19.0,162.0
DRoC latest,ORTEC-SYNTH-300-s86_dyn5e,300,3,0.8033,109.58017683029176,True,25.0,216.0
DRoC latest,ORTEC-SYNTH-300-s86_dyn5e,300,4,1.0033,165.0650737285614,True,28.0,273.0
DRoC latest,ORTEC-SYNTH-300-s87_dyn5e,300,0,0.2033,177.2979416847229,True,6.0,55.0
DRoC latest,ORTEC-SYNTH-300-s87_dyn5e,300,1,0.4033,129.3196451663971,True,13.0,108.0
DRoC latest,ORTEC-SYNTH-300-s87_dyn5e,300,2,0.6033,97.7526330947876,True,18.0,163.0
DRoC latest,ORTEC-SYNTH-300-s87_dyn5e,300,3,0.8033,173.8923876285553,True,23.0,218.0
DRoC latest,ORTEC-SYNTH-300-s87_dyn5e,300,4,1.0033,152.44817304611206,True,28.0,273.0
DRoC latest,ORTEC-SYNTH-300-s89_dyn5e,300,0,0.2033,101.77489185333252,True,7.0,54.0
DRoC latest,ORTEC-SYNTH-300-s89_dyn5e,300,1,0.4033,115.73956966400146,True,14.0,107.0
